run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sra_file_role	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	fastq_file_role	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	bam_file_role	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_file_role	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	surveillance_target	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias
SRR24903093	Illumina HiSeq 2000 sequencing: WGS of Plasmopara halstedii 334	SAMN35713301	Plasmopara halstedii	SRA1654375					RANDOM					anthrosol [ENVO:00002230]	2025-06-23							8806009055								5815480321;5843112686	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/093/SRR24903093/SRR24903093											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/093/SRR24903093/SRR24903093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/093/SRR24903093/SRR24903093_2.fastq.gz							France	MIGS.eu;MIGS/MIMS/MIMARKS.plant-associated	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/093/SRR24903093/SRR24903093		45a7c0242d01a2e7fa4ae53cf96d25bc;eee3fa3bb9ebbd0e62204a3fda130455	SRP443016		60770681	Plasmopara halstedii, french population resequencing		GENERATED_FILE;GENERATED_FILE			anthrosol [ENVO:00002230]				Plasmopara halstedii 334			leaf [PO:0025034]		Illumina HiSeq 2000							Illumina HiSeq 2000 sequencing: WGS of Plasmopara halstedii 334				leaf [PO:0025034]	4232			04aac12c12b0aab14546852c2d6bc6ec		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/093/SRR24903093/SRR24903093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/093/SRR24903093/SRR24903093_2.fastq.gz					12275677562	WGS					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/093/SRR24903093/SRR24903093		PAIRED			area of cropland [ENVO:01000892]																	area of cropland [ENVO:01000892]		public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/093/SRR24903093/SRR24903093_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/093/SRR24903093/SRR24903093_2.fastq.gz	1;131567;2759;2698737;33634;4762;3418804;4776;4777;4780;4781			Plhal-334					PLHAL334.334-4_ACAGTG_L007_R1.fastq.gz							missing	Plhal-334_G1		SUB13516059				Helianthus annuus	Plhal-334_G1		2025-06-23		334	SRX20664587	Plasmopara halstedii		4781	PRJNA982718							Helianthus annuus		SRR24903093	SRS17960727											2025-06-23		PRJNA982718
